PROJECTNAME,PROJECTAGENCY,DATE,EVENTNAME,COLLECTIONNUMBER,VESSELNAME,GEARNAME,GEARCODE,TOWTYPETEXT,LOCATION,REGION,DEPTHZONE,STATIONCODE,EVENTTYPEDESCRIPTION,TEMPSURFACE,TEMPBOTTOM,SALINITYSURFACE,SALINITYBOTTOM,LIGHTPHASE,TIMESTART,TIMEZONE,DURATION,DEPTHSTART,DEPTHEND,PRESSURE,WINDSPEED,WINDDIRECTION,WAVEHEIGHT,TEMPAIR,PRECIPITATION,ESTIMATEDLOC,LATITUDESTART,LATITUDEEND,LONGITUDESTART,LONGITUDEEND,SDO,BDO,SEDSIZEDESC,BTMCOMPDESC,WEATHERDESC,WATERLVLDESC,ALTERATIONDESC,ACTIVITYDESC,NUMBERREP,ACCSPGRIDCODE,COMMENTS,LASTUPDATED
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616973",="161697301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YT69",="STRATIFIED RANDOM EVENT",25.40,25.40,16.50,16.50,="DAY",="11:44",="EST",20,5.6999998090,5.6999998090,,12,270,,,="F",="F",35.38330078,,-75.69999695,,8.60,8.60,="SANDY MUD",="NO GRASS",="CLEAR SKIES",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616974",="161697401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YT66",="STRATIFIED RANDOM EVENT",25.60,25.50,16.50,16.50,="DAY",="12:41",="EST",20,5.9000000950,5.9000000950,,12,225,,,="F",="F",35.38330078,,-75.75,,9.20,9.10,="SANDY MUD",="NO GRASS",="CLEAR SKIES",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616975",="161697501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YS63",="STRATIFIED RANDOM EVENT",26.20,26.20,16.89999962,16.89999962,="DAY",="13:38",="EST",20,6.0999999050,6.0999999050,,10,45,,,="F",="F",35.40000153,,-75.80000305,,9.20,9.20,="SANDY MUD",="NO GRASS",="CLEAR SKIES",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616976",="161697601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YQ69",="STRATIFIED RANDOM EVENT",25.80,26.50,15.69999981,15.60000038,="DAY",="14:44",="EST",20,6,6,,12,45,,,="F",="F",35.43330002,,-75.69999695,,9.40,9.10,="SOFT MUD",="NO GRASS",="CLEAR SKIES",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616977",="161697701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YO73",="STRATIFIED RANDOM EVENT",26,25.80,15.39999962,15.39999962,="DAY",="15:38",="EST",20,5.1999998090,5.1999998090,,12,45,,,="F",="F",35.46670151,,-75.63330078,,9.40,9.40,="MUDDY SAND",="NO GRASS",="CLEAR SKIES",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616978",="161697801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YN69",="STRATIFIED RANDOM EVENT",26.20,26.10,15.89999962,15.89999962,="DAY",="16:39",="EST",20,5.50,5.50,,12,45,,,="F",="F",35.50,,-75.68329620,,8.90,8.80,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616979",="161697901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YL66",="STRATIFIED RANDOM EVENT",25.80,25.80,16.20000076,16.20000076,="DAY",="17:35",="EST",20,4.6999998090,4.6999998090,,10,45,,,="F",="F",35.53329849,,-75.73329926,,9,9.20,="SAND",="TUNICATE",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616980",="161698001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YI71",="STRATIFIED RANDOM EVENT",25.40,25.40,14.89999962,14.89999962,="DAY",="08:09",="EST",20,4.4000000950,4.4000000950,,12,135,,,="F",="F",35.56669998,,-75.66670227,,8.10,8.20,="MUDDY SAND",="NO GRASS",="75% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616981",="161698101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YH73",="STRATIFIED RANDOM EVENT",25.30,25.30,15.19999981,15.19999981,="DAY",="08:43",="EST",20,4.3000001910,4.3000001910,,10,135,,,="F",="F",35.58330154,,-75.63330078,,8.60,8.60,="SAND",="NO GRASS",="75% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616982",="161698201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YJ75",="STRATIFIED RANDOM EVENT",25.20,25.20,15,15,="DAY",="09:33",="EST",20,4.50,4.50,,10,135,,,="F",="F",35.54999924,,-75.59999847,,8.40,8.40,="SAND",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616983",="161698301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YE76",="STRATIFIED RANDOM EVENT",25.30,25.30,15.10000038,15.10000038,="DAY",="10:34",="EST",20,3.4000000950,3.4000000950,,5,135,,,="F",="F",35.63330078,,-75.58329773,,8.90,9,="SAND",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616984",="161698401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="Y73",="STRATIFIED RANDOM EVENT",25,25.70,12.10000038,12.60000038,="DAY",="11:33",="EST",20,2.2000000480,2.2000000480,,5,180,,,="F",="F",35.73329926,,-75.63330078,,9,9.10,="SAND",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616985",="161698501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="W71",="STRATIFIED RANDOM EVENT",25.60,25.50,6.9000000950,6.9000000950,="DAY",="12:13",="EST",20,2.9000000950,2.9000000950,,5,180,,,="F",="F",35.76670074,,-75.65000153,,9.60,9.60,="HARD SAND",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616986",="161698601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YC68",="STRATIFIED RANDOM EVENT",26.50,25.60,9.50,10.60000038,="DAY",="13:32",="EST",20,2.4000000950,2.4000000950,,10,180,,,="F",="F",35.68330002,,-75.69999695,,9.30,9.10,="SAND",="NO GRASS",="75% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:03 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616987",="161698701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YD71",="STRATIFIED RANDOM EVENT",25.60,25.50,13.19999981,13.19999981,="DAY",="14:12",="EST",20,3.9000000950,3.9000000950,,12,180,,,="F",="F",35.66669846,,-75.66670227,,8.80,8.80,="SAND",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-15-2016,="1616988",="161698801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YI67",="STRATIFIED RANDOM EVENT",26.30,26.10,15.19999981,15.19999981,="DAY",="15:23",="EST",20,3.2999999520,3.2999999520,,15,225,,,="F",="F",35.58330154,,-75.71669769,,8.80,8.90,="SAND",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616989",="161698901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YS26",="STRATIFIED RANDOM EVENT",27,27,8.3000001910,8.3000001910,="DAY",="07:05",="EST",20,2.50,2.50,,15,225,,,="F",="F",35.40000153,,-76.41670227,,8.40,8.60,="MUDDY SAND",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616990",="161699001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YY23",="STRATIFIED RANDOM EVENT",26.40,26.30,8.6000003810,8.8999996190,="DAY",="08:21",="EST",20,2.4000000950,2.4000000950,,15,225,,,="F",="F",35.31669998,,-76.46669769,,7.90,7.80,="SAND",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616991",="161699101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YW21",="STRATIFIED RANDOM EVENT",26.50,26,7.4000000950,10.80000019,="DAY",="09:01",="EST",20,5.1999998090,5.1999998090,,15,180,,,="F",="F",35.33330154,,-76.48329926,,8.60,6.60,="SAND",="NO GRASS",="75% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0033-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616992",="161699201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YV15",="STRATIFIED RANDOM EVENT",26.70,26.50,6.4000000950,6.6999998090,="DAY",="09:59",="EST",20,4.4000000950,4.4000000950,,12,225,,,="F",="F",35.34999847,,-76.58329773,,8.50,7.90,="SOFT MUD",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0033-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616993",="161699301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YU14",="STRATIFIED RANDOM EVENT",26.80,26.60,5.6999998090,6.0999999050,="DAY",="10:26",="EST",20,7,7,,17,225,,,="F",="F",35.36669922,,-76.59999847,,8.80,8.50,="SOFT MUD",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0033-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616994",="161699400",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YT8",="STRATIFIED RANDOM EVENT",27.50,26.70,4.8000001910,5.3000001910,="DAY",="11:26",="EST",20,7.5999999050,7.5999999050,,15,225,,,="F",="F",35.38330078,,-76.69999695,,9.30,8.30,="SOFT MUD",="NO GRASS",="50% COVER",="NORMAL",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="02",="635-0033-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616994",="161699401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YT8",="STRATIFIED RANDOM EVENT",27.50,26.70,4.8000001910,5.3000001910,="DAY",="11:26",="EST",20,7.5999999050,7.5999999050,,15,225,,,="F",="F",35.38330078,,-76.69999695,,9.30,8.30,="SOFT MUD",="NO GRASS",="50% COVER",="NORMAL",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="02",="635-0033-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616995",="161699500",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YT7",="STRATIFIED RANDOM EVENT",27.70,26.90,4.6999998090,4.9000000950,="DAY",="11:35",="EST",20,7.1999998090,7.1999998090,,10,225,,,="F",="F",35.40000153,,-76.71669769,,9.40,8.80,="SAND",="NO GRASS",="50% COVER",="NORMAL",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="02",="635-0033-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616995",="161699501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YT7",="STRATIFIED RANDOM EVENT",27.70,26.90,4.6999998090,4.9000000950,="DAY",="11:35",="EST",20,7.1999998090,7.1999998090,,10,225,,,="F",="F",35.40000153,,-76.71669769,,9.40,8.80,="SAND",="NO GRASS",="50% COVER",="NORMAL",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="02",="635-0033-000000",,3/1/2018 10:18:04 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616996",="161699601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PUNGO RIVER",="NORTH CAROLINA",,="YO15",="STRATIFIED RANDOM EVENT",27.90,27.30,5,5.50,="DAY",="13:44",="EST",20,5.3000001910,5.3000001910,,5,270,,,="F",="F",35.48329926,,-76.58329773,,9.50,9.10,="SOFT MUD",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0052-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616997",="161699700",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PUNGO RIVER",="NORTH CAROLINA",,="YR16",="STRATIFIED RANDOM EVENT",27.90,26.30,6.0999999050,7.1999998090,="DAY",="16:28",="EST",20,6,6,,5,270,,,="F",="F",35.43330002,,-76.56670380,,10.40,7.50,="SOFT MUD",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="02",="635-0052-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616997",="161699701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PUNGO RIVER",="NORTH CAROLINA",,="YR16",="STRATIFIED RANDOM EVENT",27.90,26.30,6.0999999050,7.1999998090,="DAY",="16:28",="EST",20,6,6,,5,270,,,="F",="F",35.43330002,,-76.56670380,,10.40,7.50,="SOFT MUD",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="02",="635-0052-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",06-16-2016,="1616998",="161699801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PUNGO RIVER",="NORTH CAROLINA",,="YT17",="STRATIFIED RANDOM EVENT",28,26.70,6.8000001910,7.3000001910,="DAY",="17:01",="EST",20,4.4000000950,4.4000000950,,0,,,,="F",="F",35.40000153,,-76.56670380,,11.70,9,="SOFT MUD",="NO GRASS",="50% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0052-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",09-12-2016,="1627242",="162724201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZR14",="STRATIFIED RANDOM EVENT",27.60,25.70,9.1999998090,17.89999962,="DAY",="10:50",="EST",20,4.6999998090,4.6999998090,,7,45,,,="F",="F",35,,-76.59999847,,12.40,1.90,="SAND",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="701-0029-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",09-12-2016,="1627243",="162724301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZR8",="STRATIFIED RANDOM EVENT",26.90,26,10.89999962,16.20000076,="DAY",="11:52",="EST",20,3.0999999050,3.0999999050,,10,45,,,="F",="F",35,,-76.69999695,,11.40,4.70,="SOFT MUD",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="701-0029-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",09-12-2016,="1627244",="162724401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZV5",="STRATIFIED RANDOM EVENT",27.10,25.80,7.6999998090,15.39999962,="DAY",="13:57",="EST",20,3.2999999520,3.2999999520,,5,45,,,="F",="F",34.93330002,,-76.76670074,,12.50,6.10,="SOFT MUD",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="701-0029-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",09-12-2016,="1627245",="162724501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZT1",="STRATIFIED RANDOM EVENT",26.50,25.80,10.19999981,15.50,="DAY",="13:00",="EST",20,5.0999999050,5.0999999050,,7,45,,,="F",="F",34.95000076,,-76.81670380,,10.60,4.20,="SOFT MUD",="NO GRASS",="100% COVER",="NORMAL",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="01",="701-0029-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",09-13-2016,="1627246",="162724601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZN21",="STRATIFIED RANDOM EVENT",25.80,25.70,15.60000038,17.10000038,="DAY",="08:30",="EST",20,5.0999999050,5.0999999050,,10,45,,,="F",="F",35.04999924,,-76.50,,8.70,7.80,="MUDDY SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0029-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",09-13-2016,="1627247",="162724701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZO31",="STRATIFIED RANDOM EVENT",26.60,26.30,17.50,17.60000038,="DAY",="10:14",="EST",20,5.50,5.50,,10,45,,,="F",="F",35.04999924,,-76.31670380,,11.80,14.10,="MUDDY SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:05 AM
="Pamlico Sound Survey",="NCDMF",09-13-2016,="1627248",="162724801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZN35",="STRATIFIED RANDOM EVENT",26.50,26.30,17.90,18,="DAY",="11:13",="EST",20,6,6,,10,45,,,="F",="F",35.0667,,-76.25,,11.50,14.20,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,5/14/2021 8:55:52 AM
="Pamlico Sound Survey",="NCDMF",09-13-2016,="1627249",="162724901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZI35",="STRATIFIED RANDOM EVENT",26.50,26.10,17.50,17.70000076,="DAY",="12:13",="EST",20,5.5999999050,5.5999999050,,10,45,,,="F",="F",35.13330078,,-76.26670074,,12,13.20,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:06 AM
="Pamlico Sound Survey",="NCDMF",09-13-2016,="1627250",="162725001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZI39",="STRATIFIED RANDOM EVENT",26.70,26.70,18.39999962,18.39999962,="DAY",="13:06",="EST",20,6,6,,10,45,,,="F",="F",35.15000153,,-76.18329620,,11.40,11.30,="SANDY MUD",="DETRITUS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:06 AM
